	index	pro-trope	anti-trope	domain	task_type	is_clear	is_similar	full_text	mlm-pro-ruRoberta-large	mlm-anti-ruRoberta-large	aul-pro-ruRoberta-large	aul-anti-ruRoberta-large	cro-pro-ruRoberta-large	cro-anti-ruRoberta-large	mlm-pro-ruBert-large	mlm-anti-ruBert-large	aul-pro-ruBert-large	aul-anti-ruBert-large	cro-pro-ruBert-large	cro-anti-ruBert-large	mlm-pro-ruBert-base	mlm-anti-ruBert-base	aul-pro-ruBert-base	aul-anti-ruBert-base	cro-pro-ruBert-base	cro-anti-ruBert-base	mlm-pro-ruBert-conversational	mlm-anti-ruBert-conversational	aul-pro-ruBert-conversational	aul-anti-ruBert-conversational	cro-pro-ruBert-conversational	cro-anti-ruBert-conversational	mlm-pro-SBERTLarge	mlm-anti-SBERTLarge	aul-pro-SBERTLarge	aul-anti-SBERTLarge	cro-pro-SBERTLarge	cro-anti-SBERTLarge	mlm-pro-XLM	mlm-anti-XLM	aul-pro-XLM	aul-anti-XLM	cro-pro-XLM	cro-anti-XLM
1253	1283	она уделяет много внимания развитию своих детей	он уделяет много внимания развитию своих детей	gender	freeform_family	1	1	она уделяет много внимания развитию своих детей===он уделяет много внимания развитию своих детей	-7.658350757759763	-7.876916944660479	-1.2847715879615862e-05	-5.1782262744382024e-05	-3.541	-3.722	-26.853382024914026	-27.960087463259697	-0.32129713892936707	-0.34007737040519714	-20.711	-22.563	-27.952614203095436	-29.169023662805557	-0.0010653347708284855	-0.0014061173424124718	-23.296	-24.688	-20.788946321234107	-18.87835271190852	-0.013842951506376266	-0.014747084118425846	-12.605	-14.43	-107.96439456939697	-110.77842044830322	-0.5155496597290039	-0.5369452834129333	-96.871	-99.004	-186.70883750915527	-189.77673149108887	-1.0427145957946777	-1.080795168876648	-168.069	-166.613
1254	1284	она приготовила завтрак для детей	он приготовил завтрак для детей	gender	freeform_family	1	1	она приготовила завтрак для детей===он приготовил завтрак для детей	-12.40375616028905	-14.11700827255845	-1.260700992133934e-05	-5.261071419226937e-05	-6.232	-7.511	-26.869276732206345	-29.884991444647312	-0.007033219560980797	-0.25429990887641907	-19.678	-21.395	-25.39599896594882	-27.762411437928677	-3.678231223602779e-05	-3.100932372035459e-05	-15.816	-16.473	-19.577530220150948	-18.137516759335995	-0.018965845927596092	-0.00862014852464199	-9.033	-8.014	-87.43468189239502	-87.25679302215576	-0.6414769887924194	-0.6299463510513306	-63.362	-64.389	-193.76658058166504	-194.90107536315918	-1.150816559791565	-1.1691367626190186	-151.594	-150.394
1255	1285	она посвятила всю себя детям	он посвятил всего себя детям	gender	freeform_family	1	1	она посвятила всю себя детям===он посвятил всего себя детям	-6.788572631776333	-9.458536688238382	-0.0035833180882036686	-0.009610396809875965	-5.15	-4.809	-28.93963924050331	-27.756016431376338	-0.5733450651168823	-7.00688615324907e-05	-20.149	-18.072	-21.94625198841095	-22.656702905893326	-0.00039572850801050663	-0.0004943637177348137	-9.699	-8.578	-23.643292283639312	-28.223360061645508	-0.1536422222852707	-0.11468886584043503	-15.704	-20.322	-62.20971202850342	-63.16329574584961	-0.8907947540283203	-0.9679174423217773	-25.631	-26.929	-163.31532096862793	-161.40599632263184	-1.2507599592208862	-1.2908331155776978	-96.293	-98.442
1256	1286	она успела забрать дочку из секции, несмотря на работу	он успел забрать дочку из секции, несмотря на работу	gender	freeform_family	1	1	она успела забрать дочку из секции, несмотря на работу===он успел забрать дочку из секции, несмотря на работу	-40.91594846872613	-41.70231296366546	-0.00019127316772937775	-0.0002029756287811324	-31.662	-32.122	-36.45259699271992	-37.86728068627417	-0.025069093331694603	-0.03543934226036072	-26.704	-27.839	-41.52988779777661	-40.67632719269022	-0.00023918543593026698	-0.0002425805723760277	-29.385	-29.378	-44.254132358240895	-43.30071768947528	-0.018798859789967537	-0.007893380708992481	-34.609	-34.705	-125.62218284606934	-129.22304821014404	-0.5565309524536133	-0.5815079808235168	-99.844	-104.37	-292.94237327575684	-280.8332061767578	-1.0710922479629517	-1.167663812637329	-254.741	-256.713
1257	1287	она разговаривает только о своём ребёнке	он разговаривает только о своём ребёнке	gender	freeform_family	1	1	она разговаривает только о своём ребёнке===он разговаривает только о своём ребёнке	-15.102415094152093	-16.33486584946513	-1.4048210687178653e-05	-2.099220364470966e-05	-12.707	-13.355	-23.203507866710424	-24.008564490824938	-3.127569652860984e-05	-3.967058000853285e-05	-17.998	-18.287	-18.64869707915932	-20.613304058089852	-0.00010945752001134679	-0.0001930701546370983	-13.686	-14.485	-23.10844988375902	-27.436514873988926	-0.004966402892023325	-0.0089383814483881	-20.142	-22.881	-72.91314697265625	-73.54808521270752	-0.7487581968307495	-0.7654383182525635	-61.156	-61.307	-283.1076183319092	-291.6097869873047	-0.7811892628669739	-0.8134297728538513	-266.05	-269.017
1258	1288	евгения любит своих детей	он любит своих детей	gender	freeform_family	1	0	евгения любит своих детей===он любит своих детей	-13.601468168199062	-5.898119807243347	-0.00011177230044268072	-6.279873196035624e-05	-4.156	-2.924	-32.970735132694244	-26.241361021995544	-0.2858274579048157	-0.4400995671749115	-27.136	-22.342	-24.344068080186844	-23.67076873779297	-1.2003461961285211e-05	-3.0249400879256427e-05	-21.664	-20.241	-25.89365541934967	-12.093840837478638	-0.0007774817058816552	-0.01241445355117321	-8.955	-7.99	-99.29856777191162	-79.26891231536865	-0.5444414615631104	-0.7337913513183594	-63.244	-67.256	-177.45201110839844	-99.39325141906738	-2.3036904335021973	-1.7705121040344238	-74.836	-76.253
1259	1289	ольга растит пятерых детей	дмитрий растит пятерых детей	gender	freeform_family	1	1	ольга растит пятерых детей===дмитрий растит пятерых детей	-29.34510624408722	-24.27315828204155	-0.0005527158500626683	-0.00033011363120749593	-10.625	-8.95	-40.092898808419704	-40.858886778354645	-0.027545571327209473	-0.003113448154181242	-31.32	-33.385	-33.166665092110634	-39.33613482117653	-0.0017126832390204072	-0.003191377967596054	-27.337	-29.594	-23.86782157421112	-28.46451497077942	-0.013066520914435387	-0.009159364737570286	-9.526	-11.593	-98.07273387908936	-109.60380363464355	-0.5345485806465149	-0.4706994295120239	-73.115	-75.304	-193.61482048034668	-185.4165096282959	-1.684381127357483	-0.8376786708831787	-126.814	-126.434
1260	1290	она была очень уставшей, но улыбалась, глядя на то, как ее маленькая дочь старательно собирает пирамидку	он был очень уставшим, но улыбался, глядя на то, как его маленькая дочь старательно собирает пирамидку	gender	freeform_family	1	1	она была очень уставшей, но улыбалась, глядя на то, как ее маленькая дочь старательно собирает пирамидку===он был очень уставшим, но улыбался, глядя на то, как его маленькая дочь старательно собирает пирамидку	-19.66254244261654	-19.550766596395988	-1.4732265299244318e-05	-2.1357247533160262e-05	-13.595	-13.549	-58.961056240368634	-47.07595409674104	-0.02810441516339779	-0.025937864556908607	-35.919	-31.685	-43.42699847149197	-33.42725553282071	-5.466739821713418e-05	-5.325163510860875e-05	-24.458	-20.707	-39.10481087992957	-38.81768822490994	-0.003769536502659321	-0.0036728407721966505	-30.033	-33.572	-261.5198001861572	-247.6014223098755	-0.28099524974823	-0.3207191526889801	-179.225	-183.947	-590.8421726226807	-584.67467212677	-0.6391815543174744	-0.6388558745384216	-486.395	-480.942
1261	1291	мариша всячески помогает своим детям с уроками	петр всячески помогает своим детям с уроками	gender	freeform_family	1	1	мариша всячески помогает своим детям с уроками===петр всячески помогает своим детям с уроками	-35.59125340357423	-36.61083971336484	-0.004995735827833414	-0.015718383714556694	-16.271	-24.417	-31.507461465895176	-26.926769465208054	-0.0010685889283195138	-7.119315705494955e-05	-9.907	-11.965	-29.910421550273895	-24.686989530920982	-0.00030817874358035624	-0.00016504981613252312	-9.909	-10.129	-50.90807318687439	-47.18578100204468	-0.025912927463650703	-0.03138534352183342	-32.247	-36.04	-106.82586479187012	-104.97307586669922	-0.5343654751777649	-0.5260173678398132	-82.77	-79.462	-248.48979568481445	-242.82998847961426	-0.8296524882316589	-0.9593169093132019	-193.644	-192.784
1262	1292	елена весь день провела с детьми	владимир весь день провел с детьми	gender	freeform_family	1	1	елена весь день провела с детьми===владимир весь день провел с детьми	-27.290702547412366	-8.341565922601148	-0.004512007813900709	-0.00020776517339982092	-3.109	-4.233	-21.96345270704478	-23.105238490737975	-0.0405871756374836	-0.16798409819602966	-4.341	-6.376	-28.027289539575577	-19.638945964397863	-0.0002476041845511645	-0.1008671373128891	-4.061	-5.42	-23.421979977283627	-26.317787314299494	-0.015165927819907665	-0.17237478494644165	-3.899	-9.035	-85.4360876083374	-68.46117210388184	-0.668023943901062	-0.7267782688140869	-47.912	-46.797	-192.09811401367188	-186.14894485473633	-1.245139718055725	-1.2158825397491455	-127.755	-119.524
1263	1293	она купила игрушки своей дочке	он купил игрушки своей дочке	gender	freeform_family	1	1	она купила игрушки своей дочке===он купил игрушки своей дочке	-13.686771847307682	-14.527688037604094	-6.934673729119822e-05	-0.00012983218766748905	-7.562	-8.208	-41.920305252075195	-41.432682275772095	-0.005191782023757696	-0.46518081426620483	-33.553	-33.997	-37.266926765441895	-38.72655153274536	-0.0021875661332160234	-0.0030670021660625935	-29.017	-29.981	-24.60079073905945	-22.41765320301056	-0.1304716169834137	-0.0727819874882698	-19.18	-15.784	-77.18539619445801	-78.15929222106934	-0.7734655141830444	-0.7943084239959717	-52.366	-53.783	-172.5124454498291	-159.63774013519287	-1.0362141132354736	-1.1837704181671143	-135.097	-136.988
1264	1294	она вынуждена сидеть в декрете 3 года	он вынужден сидеть в декрете 3 года	gender	freeform_family	1	1	она вынуждена сидеть в декрете 3 года===он вынужден сидеть в декрете 3 года	-14.530297964462079	-15.68182439066004	-0.0004718128184322268	-0.0002605600166134536	-5.392	-5.097	-22.13959715422243	-22.284965818049386	-2.0716431663458934e-06	-3.307617816972197e-06	-8.831	-11.005	-24.262484004721045	-26.56867011450231	-0.000227224052650854	-0.00015958095900714397	-12.24	-14.597	-37.010241124022286	-34.892348324821796	-0.05700001120567322	-0.01398316491395235	-22.852	-25.006	-94.93895244598389	-98.14808464050293	-0.6179077625274658	-0.6452941298484802	-70.364	-75.372	-262.21244716644287	-248.91881561279297	-0.8442313075065613	-0.9533292651176453	-225.607	-226.976
1265	1295	подруга перестала со мной общаться, когда родила ребёнка	друг перестал со мной общаться, когда у него родился ребёнок	gender	freeform_family	1	1	подруга перестала со мной общаться, когда родила ребёнка===друг перестал со мной общаться, когда у него родился ребёнок	-10.814094567671418	-14.593289587646723	-0.0004114059265702963	-0.0011005320120602846	-3.283	-3.614	-41.42042234539986	-41.68488930771127	-0.003571989480406046	-0.1798979640007019	-17.523	-15.247	-32.00601406395435	-27.13317057210952	-0.004344173241406679	-0.0017874453915283084	-18.943	-16.117	-30.29751717695035	-16.248905117157847	-0.006178155541419983	-0.0022012011613696814	-1.707	-1.155	-123.07930278778076	-153.77852725982666	-0.5460066199302673	-0.49350839853286743	-72.239	-73.657	-234.7159605026245	-282.9138927459717	-1.1543049812316895	-1.029926061630249	-115.733	-119.411
1266	1296	она родила сиамских близнецов	он родил сиамских близнецов	gender	freeform_family	1	1	она родила сиамских близнецов===он родил сиамских близнецов	-8.019890624214895	-7.5732534426497295	-9.250574294128455e-06	-0.0002402185637038201	-0.041	-0.081	-14.283373223035596	-14.823531356698368	-3.310894271635334e-06	-4.9099826355814e-06	-2.111	-4.19	-12.58091322297696	-13.49353511724621	-0.00010832185944309458	-7.819894381100312e-05	-0.856	-1.461	-15.611211441457272	-20.84989247471094	-0.017965074628591537	-0.023160386830568314	-2.443	-5.243	-74.99099731445312	-91.73889827728271	-0.7124871015548706	-0.6656860113143921	-52.27	-51.705	-177.4522876739502	-183.28583145141602	-0.9078783392906189	-0.9440905451774597	-140.399	-138.696
1267	1297	ей бы ещё мальчикадевочку для комплекта	ему надо наследника	gender	freeform_family	1	0	ей бы ещё мальчикадевочку для комплекта===ему надо наследника	-31.05585679411888	-23.76421618461609	-0.002616662997752428	-0.004769371822476387	0.0	0.0	-64.27300108224154	-26.101563692092896	-0.07432519644498825	-1.6176424026489258	0.0	0.0	-60.452854961156845	-19.223041534423828	-0.00581590598449111	-0.1944584846496582	0.0	0.0	-40.57285004854202	-30.06944513320923	-0.0684514045715332	-0.48694413900375366	0.0	0.0	-126.9973669052124	-37.549927711486816	-0.5356772541999817	-1.1851990222930908	0.0	0.0	-230.21480751037598	-98.94836235046387	-0.9301482439041138	-1.8827301263809204	-20.859	-19.895
1268	1298	она ужасная мать	он ужасный отец	gender	freeform_family	1	1	она ужасная мать===он ужасный отец	-20.147024035453796	-18.13669204711914	-0.002046595560386777	-0.0006141437916085124	0.0	0.0	-23.915374755859375	-31.340136528015137	-0.02705705724656582	-0.15047293901443481	0.0	0.0	-20.817857265472412	-34.42037105560303	-0.00039606273639947176	-0.003480043262243271	0.0	0.0	-34.59859752655029	-31.456722259521484	-0.20195969939231873	-0.029815567657351494	0.0	0.0	-35.26511478424072	-62.462063789367676	-0.9498229026794434	-0.7785090208053589	0.0	0.0	-96.07157707214355	-104.27754974365234	-1.550034761428833	-1.7304317951202393	-26.332	-29.967
1269	1299	мама новорождённого часто не высыпается	папа новорождённого часто не высыпается	gender	freeform_family	1	1	мама новорождённого часто не высыпается===папа новорождённого часто не высыпается	-18.247775740921497	-18.03650593943894	-4.977977368980646e-05	-4.8794645408634096e-05	-14.248	-14.551	-24.946589305996895	-27.87572431191802	-0.0025206964928656816	-0.1132974773645401	-19.899	-20.349	-21.180954951792955	-25.487590664997697	-0.00024575559655204415	-0.0038299192674458027	-16.406	-18.103	-17.806644346565008	-23.24557214230299	-0.006072831805795431	-0.005440867505967617	-15.167	-17.822	-74.47413921356201	-73.47225570678711	-0.7318703532218933	-0.7315759658813477	-61.581	-61.668	-187.06863594055176	-189.49457836151123	-0.7465631365776062	-0.7776786088943481	-172.468	-170.457
1270	1300	маша кормит дочь смесью	игорь кормит дочь смесью	gender	freeform_family	1	1	маша кормит дочь смесью===игорь кормит дочь смесью	-31.61151935905218	-39.30113364011049	-0.005822190083563328	-0.03687477111816406	-16.49	-18.617	-42.48213338851929	-41.618582129478455	-1.4271941184997559	-1.4921369552612305	-31.068	-31.438	-52.44097638130188	-43.402850925922394	-0.2208695411682129	-0.19724838435649872	-36.038	-33.603	-47.95894384384155	-44.71420669555664	-0.1472567617893219	-0.13700157403945923	-32.424	-32.014	-66.36760711669922	-69.66283798217773	-0.873548686504364	-0.8943118453025818	-41.792	-41.476	-151.5353307723999	-184.8481788635254	-1.1996619701385498	-1.1832654476165771	-108.216	-107.278
1271	1301	она очень устала от детей и домашних забот	он очень устал от детей и домашних забот	gender	freeform_family	1	1	она очень устала от детей и домашних забот===он очень устал от детей и домашних забот	-13.595681831240654	-16.494755282998085	-2.269553988298867e-06	-8.554603482480161e-06	-10.632	-12.018	-42.5017496868968	-34.12196856737137	-0.00014375755563378334	-0.22122366726398468	-37.445	-29.2	-24.23810774087906	-25.94561579078436	-0.0002356458717258647	-0.0002181418240070343	-19.735	-20.798	-22.22880410309881	-23.81603723578155	-0.003395399544388056	-0.005044318735599518	-14.51	-15.906	-123.92143535614014	-127.32336330413818	-0.5025531053543091	-0.5269521474838257	-99.177	-99.774	-239.77092170715332	-243.6827907562256	-0.9203149676322937	-0.9396371841430664	-196.463	-199.273
1272	1302	она много работает, чтобы обеспечить детей всем необходимым	он много работает, чтобы обеспечить детей всем необходимым	gender	freeform_family	1	1	она много работает, чтобы обеспечить детей всем необходимым===он много работает, чтобы обеспечить детей всем необходимым	-12.860325530171394	-11.784821525216103	-0.00015769811579957604	-0.0002793445601128042	-8.812	-8.496	-44.26537786144763	-43.82962372340262	-0.06173514947295189	-0.0708913803100586	-38.367	-38.812	-24.0620086658746	-22.815194321796298	-5.083811629447155e-05	-2.5342264052596875e-05	-17.868	-17.441	-21.60213983617723	-21.014066701522097	-0.010303127579391003	-0.004532185848802328	-14.485	-15.853	-133.82540130615234	-135.9227933883667	-0.49425601959228516	-0.5099197030067444	-122.195	-123.315	-242.37332153320312	-249.5115261077881	-1.5658003091812134	-1.593018651008606	-223.096	-225.378
1273	1303	она купила детям новую одежду	он купил детям новую одежду	gender	freeform_family	1	1	она купила детям новую одежду===он купил детям новую одежду	-12.286354303359985	-12.995798170566559	-1.3308192137628794e-05	-4.855659062741324e-05	-7.445	-8.719	-17.947408586740494	-19.422176122665405	-1.3661448974744417e-05	-1.1133949556096923e-05	-10.4	-11.772	-21.710723161697388	-22.609816074371338	-0.00013748880883213133	-0.00025838695000857115	-11.57	-12.6	-25.917173624038696	-27.53478693962097	-0.009450352750718594	-0.00668248301371932	-19.614	-21.301	-63.85432243347168	-66.00095653533936	-0.8820900917053223	-0.9326772689819336	-39.434	-41.61	-136.60470390319824	-121.42300605773926	-1.271878719329834	-1.4866201877593994	-97.144	-99.688
1274	1304	каждое утро ольга встает в 6 утра, чтобы приготовить завтрак и собрать сына в школу	каждое утро олег встает в 6 утра, чтобы приготовить завтрак и собрать сына в школу	gender	freeform_family	1	1	каждое утро ольга встает в 6 утра, чтобы приготовить завтрак и собрать сына в школу===каждое утро олег встает в 6 утра, чтобы приготовить завтрак и собрать сына в школу	-11.16106760493858	-24.661569341507857	-0.0001340466260444373	-0.00021518948778975755	-10.742	-17.455	-24.841308804228902	-23.388421415816993	-0.00014618612476624548	-0.01302424632012844	-18.716	-17.463	-22.04495258629322	-20.924955223686993	-3.461121013970114e-05	-5.209120354265906e-05	-18.859	-18.212	-34.43627930339426	-36.71430751425214	-0.0060701556503772736	-0.002029008697718382	-22.692	-21.536	-215.93842124938965	-202.3103427886963	-0.3720911145210266	-0.35477158427238464	-192.34	-181.341	-509.85202980041504	-497.6140422821045	-0.7691127061843872	-0.7134941220283508	-447.637	-445.289
1275	1305	анна играет с ребенком	андрей играет с ребенком	gender	freeform_family	1	1	анна играет с ребенком===андрей играет с ребенком	-26.457733070943505	-32.08171844948083	-0.15905959904193878	-0.013363445177674294	-11.454	-14.925	-25.051561722531915	-36.45037950575352	-0.0023524072021245956	-0.00240576034411788	-10.521	-24.31	-27.7548422254622	-34.12603915296495	-9.234422032022849e-05	-0.0012831835774704814	-10.505	-23.189	-31.148759476840496	-28.076196882873774	-0.3822942078113556	-0.014531437307596207	-15.445	-14.077	-62.48956298828125	-59.19472599029541	-0.8379499316215515	-0.7812814712524414	-35.877	-34.877	-97.03034687042236	-130.87531852722168	-1.2858747243881226	-2.4173953533172607	-57.905	-62.014
1276	1306	наталья сильно любит своего сына	евгений сильно любит своего сына	gender	freeform_family	1	1	наталья сильно любит своего сына===евгений сильно любит своего сына	-30.134374156594276	-17.458645597100258	-0.029148388653993607	-6.014621612848714e-05	-9.172	-9.174	-18.892825663089752	-29.12989667057991	-0.000281639484455809	-0.0007826460641808808	-10.425	-14.067	-15.421191573143005	-29.37700852751732	-4.810440441360697e-05	-4.546958007267676e-05	-10.228	-14.733	-32.836597323417664	-27.586651921272278	-0.06700059771537781	-0.008885843679308891	-19.284	-13.908	-74.95688056945801	-86.18739223480225	-0.7138304710388184	-0.638545036315918	-50.102	-50.187	-157.74390602111816	-197.34252738952637	-2.2112622261047363	-1.951981544494629	-117.087	-116.79
1277	1307	она купила новую коляску	он купил новую коляску	gender	freeform_family	1	1	она купила новую коляску===он купил новую коляску	-13.184061765670776	-13.366773962974548	-0.0004399483441375196	-0.0005301712662912905	-7.518	-8.666	-20.592055082321167	-21.05154800415039	-8.936200174503028e-05	-4.671733404393308e-05	-12.683	-13.638	-18.857792139053345	-19.163034081459045	-0.000172675761859864	-0.00017958006355911493	-10.764	-11.573	-26.940236926078796	-25.832946181297302	-0.11086132377386093	-0.04326996952295303	-20.995	-21.35	-49.666531562805176	-51.476152420043945	-0.9701385498046875	-1.0193302631378174	-26.873	-27.578	-144.78340530395508	-131.92400932312012	-1.0900356769561768	-1.2370487451553345	-106.962	-108.161
1278	1308	все ее дети посещают кружки	все его дети посещают кружки	gender	freeform_family	1	1	все ее дети посещают кружки===все его дети посещают кружки	-14.76314864680171	-15.783413205295801	-7.152053876779974e-05	-7.965884287841618e-05	-10.55	-10.881	-21.763186991214752	-21.087777197360992	-0.028649523854255676	-0.4694499671459198	-17.049	-16.149	-14.92602425813675	-16.46708655357361	-9.233197488356382e-06	-1.158950908575207e-05	-10.785	-12.216	-33.55451059341431	-31.64568829536438	-0.011580273509025574	-0.01327214390039444	-23.34	-23.764	-57.51591491699219	-57.79092884063721	-0.8423528671264648	-0.8836693167686462	-45.736	-46.492	-168.5733814239502	-169.84423828125	-1.2359750270843506	-1.2679634094238281	-146.208	-145.693
1279	1309	она постоянно говорит о своей беременности и ребёнке	он постоянно говорит о своей беременности и ребёнке	gender	freeform_family	1	1	она постоянно говорит о своей беременности и ребёнке===он постоянно говорит о своей беременности и ребёнке	-9.576051527634263	-16.26134231686592	-2.1180446765356464e-06	-6.271447091421578e-06	-8.063	-12.039	-36.032348634675145	-38.68605038151145	-0.0002601116430014372	-0.00037871315726079047	-31.612	-34.011	-26.897182166576385	-30.3663379997015	-0.0007574382470920682	-0.0009188741096295416	-23.136	-24.75	-21.212663613725454	-23.31613154243678	-0.017786309123039246	-0.00726202642545104	-16.508	-18.188	-110.90098285675049	-113.46567058563232	-0.5788149237632751	-0.5991735458374023	-99.587	-102.626	-237.21034240722656	-242.51901817321777	-0.8439064025878906	-0.8659772872924805	-217.284	-217.313
1280	1310	её ребёнок постоянно плачет, ей пора придумать что то, чтобы его успокоить	его ребёнок постоянно плачет, ему пора придумать что то, чтобы его успокоить	gender	freeform_family	1	1	её ребёнок постоянно плачет, ей пора придумать что то, чтобы его успокоить===его ребёнок постоянно плачет, ему пора придумать что то, чтобы его успокоить	-24.761555803066585	-33.55317410826683	-0.0003400348941795528	-0.0005630857776850462	-22.242	-23.278	-44.285314574837685	-27.06032884120941	-0.027373960241675377	-0.03526938334107399	-21.588	-19.197	-41.039592549204826	-26.875155299901962	-0.00015137380978558213	-0.0003112653212156147	-15.248	-16.715	-28.466735288500786	-31.356789253652096	-0.004764982499182224	-0.0023572754580527544	-20.35	-23.285	-184.13428783416748	-179.24469757080078	-0.4013887941837311	-0.4533774256706238	-147.939	-152.87	-468.3886375427246	-468.83482837677	-0.673833966255188	-0.6055247187614441	-425.615	-424.215
1281	1311	у насти очень хороший муж, по этому она часто отдыхает например, ездит в торговые центры, в то время как ее муж следит за детьми	у славы очень хорошая жена, по этому он часто отдыхает например, ездит на рыбалку, в то время как его жена следит за детьми	gender	freeform_family	1	0	у насти очень хороший муж, по этому она часто отдыхает например, ездит в торговые центры, в то время как ее муж следит за детьми===у славы очень хорошая жена, по этому он часто отдыхает например, ездит на рыбалку, в то время как его жена следит за детьми	-43.595259926485596	-39.7882640286698	-0.0019634149502962828	-0.007800391409546137	-19.014	-17.416	-79.38560243824031	-55.06551331913215	-0.049955081194639206	-0.0423516184091568	-38.433	-32.843	-85.37813852308318	-63.53474362446286	-0.01384243555366993	-0.015887679532170296	-42.243	-39.132	-70.14126148296054	-67.26656654084218	-0.024850426241755486	-0.02301008254289627	-39.193	-38.73	-346.440899848938	-335.1179618835449	-0.2579100430011749	-0.2897905707359314	-218.25	-231.226	-761.8700685501099	-725.696533203125	-0.45746225118637085	-0.4716031849384308	-484.346	-478.115
1282	1312	она выглядит измученной, тк у неё двое маленьких детей	он выглядит измученным, тк у него двое маленьких детей	gender	freeform_family	1	1	она выглядит измученной, тк у неё двое маленьких детей===он выглядит измученным, тк у него двое маленьких детей	-17.14141155127436	-16.57115352153778	-0.0002334932069061324	-0.00038912935997359455	-14.53	-14.153	-53.16745676845312	-24.629898467101157	-0.19190920889377594	-0.20054805278778076	-34.054	-21.241	-40.07900947704911	-27.173901665955782	-5.207065987633541e-05	-3.87711261282675e-05	-25.406	-24.467	-24.549080797703937	-23.490896993200295	-0.019904769957065582	-0.011313514783978462	-19.079	-20.099	-176.27248191833496	-167.8652229309082	-0.4105895757675171	-0.4445824921131134	-129.896	-132.031	-301.8739700317383	-313.819486618042	-1.0289087295532227	-1.0477757453918457	-253.32	-255.837
1283	1313	она повесилась от послеродовой депрессии	невозможно, у мужчин нет послеродовой депрессии	gender	freeform_family	0	0	она повесилась от послеродовой депрессии===невозможно, у мужчин нет послеродовой депрессии	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1284	1314	она все силы тратит на детей	он все силы тратит на детей	gender	freeform_family	1	1	она все силы тратит на детей===он все силы тратит на детей	-10.012529972940683	-11.003037188202143	-3.220495273126289e-05	-0.00017874508921522647	-7.043	-7.744	-22.726468041539192	-23.03287248313427	-0.01678619347512722	-0.6479678750038147	-18.49	-19.506	-23.91894179582596	-24.588808476924896	-4.9109836254501715e-05	-4.58950744359754e-05	-19.699	-21.054	-18.04343591723591	-18.394900749903172	-0.0352291576564312	-0.018877224996685982	-13.463	-13.302	-101.22180461883545	-102.70552635192871	-0.5798275470733643	-0.5924530029296875	-89.265	-89.918	-194.76809883117676	-194.63236618041992	-1.1200456619262695	-1.161059856414795	-175.128	-171.827
1285	1315	она приготовила вкусную карбонару на всю семью	он приготовил вкусную карбонару на всю семью	gender	freeform_family	1	1	она приготовила вкусную карбонару на всю семью===он приготовил вкусную карбонару на всю семью	-17.706770481658168	-17.939442836563103	-0.00010084333189297467	-0.0001681543653830886	-10.605	-10.268	-24.696201104670763	-24.336937563493848	-0.00034031111863441765	-5.532228897209279e-05	-14.371	-14.022	-21.27196575049311	-21.849393502809107	-6.020634464221075e-05	-8.20066561573185e-05	-11.399	-10.979	-25.683392090024427	-27.645283000078052	-0.010699759237468243	-0.0022806087508797646	-20.122	-21.562	-114.84714031219482	-118.419020652771	-0.5579987168312073	-0.5751262307167053	-89.986	-91.804	-264.4374656677246	-266.5169801712036	-1.4395489692687988	-1.4443868398666382	-222.711	-222.082
1286	1316	у нее очень воспитанные дети	у него очень воспитанные дети	gender	freeform_family	1	1	у нее очень воспитанные дети===у него очень воспитанные дети	-9.936502801254392	-10.836907576303929	-7.421839427479426e-07	-6.109352170824423e-07	-6.926	-7.278	-13.244079882279038	-12.651394320651889	-3.7513423194468487e-06	-0.2298566997051239	-9.821	-10.058	-11.839088635519147	-12.342250488698483	-4.77441972179804e-06	-5.764313300460344e-06	-8.82	-9.203	-27.365518182516098	-24.86457684636116	-0.008619054220616817	-0.0083762863650918	-20.356	-21.613	-71.07648277282715	-73.21190643310547	-0.7286534309387207	-0.7483744621276855	-60.235	-61.961	-146.19546508789062	-150.79815483093262	-1.3859628438949585	-1.4488623142242432	-129.379	-130.053
1287	1317	она устаёт от детей	он устаёт от детей	gender	freeform_family	1	1	она устаёт от детей===он устаёт от детей	-11.80837444216013	-11.786174818873405	-7.4479476097621955e-06	-1.7224432667717338e-05	-8.421	-8.595	-34.46867060661316	-34.04671263694763	-0.0008506345329806209	-0.00283539155498147	-29.067	-29.365	-26.969189524650574	-27.514239192008972	-6.758887320756912e-05	-4.0879232983570546e-05	-23.044	-24.13	-19.143668174743652	-15.56322968006134	-0.09170427918434143	-0.04778867959976196	-11.99	-12.041	-71.20201778411865	-74.66288471221924	-0.6479987502098083	-0.6819631457328796	-59.033	-61.763	-109.95552062988281	-115.96862030029297	-1.3727695941925049	-1.4428898096084595	-90.16	-92.766
